Порядковый номер,Идентификационный номер,Классификация очагов,Год обследования,"Периметр территории очагов,м","Площадь территории очагов,м2"
2613,980,Без признаков поражения,2014,174.205368,331.030304
2614,981,Без признаков поражения,2014,196.5393066,375.4980469
2615,982,Возникающий очаг,2015,91.3524857,166.7566833
2616,983,Возникающий очаг,2015,18.5503464,20.7812614
2617,984,Без признаков поражения,2017,603.9308472,1188.5355225
2618,985,Без признаков поражения,2016,30.7216949,42.1343307
2619,986,Без признаков поражения,2016,81.792366,143.7280121
2620,987,Действующий очаг,2017,217.3041992,415.6511536
2622,988,Действующий очаг,2010,18.2574425,20.565424
2623,989,Действующий очаг,2016,36.9954681,51.2659721
2624,990,Действующий очаг,2016,47.8198013,78.7901077
2625,991,Без признаков поражения,2016,39.8210678,53.9208641
2626,992,Действующий очаг,2016,25.7256432,40.2767372
2627,993,Вырублено,2015,26.363205,23.3900871
2628,994,Вырублено,2015,132.2801666,161.121582
2629,995,Вырублено,2015,379.2244873,424.4332275
2630,996,Вырублено,2015,994.3652954,6965.9057617
2631,997,Действующий очаг,2016,50.100338,120.0324478
2632,998,Действующий очаг,2016,37.9202766,63.9007072
2633,999,Возникающий очаг,2016,154.6499481,277.9004822
2634,1000,Без признаков поражения,2016,179.5986633,325.1200256
2635,1001,Без признаков поражения,2016,58.3903198,185.3982239
2636,1002,Без признаков поражения,2016,76.2565308,153.2800293
2637,1003,Возникающий очаг,2016,31.1684647,44.9207001
2638,1004,Возникающий очаг,2016,31.352253,47.2471085
2639,1005,Возникающий очаг,2016,33.6037331,52.0083504
2640,1006,Возникающий очаг,2016,23.2155876,32.1778641
2641,1007,Возникающий очаг,2016,25.3351002,38.5610046
2642,1008,Возникающий очаг,2016,57.2918091,129.1285858
2643,1009,Возникающий очаг,2016,136.1337433,636.567749
2644,1010,Без признаков поражения,2016,129.8059998,534.2693481
2645,1011,Возникающий очаг,2016,221.8027344,410.6617432
2646,1012,Возникающий очаг,2016,181.7769775,1163.4672852
2647,1013,Без признаков поражения,2016,42.1939049,44.4856529
2648,1014,Без признаков поражения,2016,32.1604195,31.2777939
2649,1015,Возникающий очаг,2016,40.4791946,82.2786102
2650,1016,Возникающий очаг,2016,128.3605347,211.1899872
2651,1017,Без признаков поражения,2016,71.797905,113.7363815
2652,1018,Возникающий очаг,2016,25.910532,25.275795
2653,1019,Возникающий очаг,2016,47.0596313,96.3405304
2654,1020,Возникающий очаг,2016,35.1747894,68.843544
2655,1021,Вырублено,2016,61.1146889,98.9158096
2656,1022,Без признаков поражения,2016,42.6663055,54.7997704
2657,1023,Без признаков поражения,2016,42.6934395,44.8479309
2658,1024,Возникающий очаг,2016,11.8585243,8.7055254
2659,1025,Действующий очаг,2016,150.3990784,721.2807617
2660,1026,Действующий очаг,2016,233.2338867,1730.9620361
2661,1027,Вырублено,2016,33.0449371,42.0532722
2662,1028,Возникающий очаг,2016,68.6566772,198.8491364
2663,1029,Действующий очаг,2017,125.2109604,704.6795654
2664,1030,Действующий очаг,2016,49.5825958,135.2102203
2665,1031,Действующий очаг,2016,111.6435776,497.8807983
2666,1032,Действующий очаг,2016,68.260437,267.0012817
2667,1033,Действующий очаг,2016,27.8224106,33.7432365
2668,1034,Действующий очаг,2016,85.7986221,195.3927307
2669,1035,Возникающий очаг,2016,25.7118721,37.631485
2670,1036,Возникающий очаг,2016,22.7799416,29.0119419
2671,1037,Возникающий очаг,2016,29.222353,42.1791992
2672,1038,Возникающий очаг,2016,48.2845917,93.2964859
2673,1039,Возникающий очаг,2017,137.8337402,515.7654419
2674,1040,Возникающий очаг,2016,430.7190552,1139.5220947
2675,1041,Возникающий очаг,2016,16.2893753,16.4723282
2676,1042,Возникающий очаг,2016,18.0864353,19.803278
2677,1043,Без признаков поражения,2016,17.0456295,18.0497608
2678,1044,Без признаков поражения,2017,331.1008606,644.9293823
2679,1045,Без признаков поражения,2016,275.3027344,537.1728516
2680,1046,Без признаков поражения,2016,1145.0737305,5557.2548828
2681,1047,Без признаков поражения,2016,565.4835205,1126.6894531
2682,1048,Без признаков поражения,2016,23.9596348,31.9123783
2683,1049,Без признаков поражения,2017,188.5779419,361.6393127
2684,1050,Без признаков поражения,2017,306.3531189,592.5736694
2685,1051,Без признаков поражения,2017,242.6271973,465.8362427
2686,1052,Действующий очаг,2017,461.9127808,906.1531982
2687,1053,Действующий очаг,2017,914.1630859,1812.4716797
2688,1054,Без признаков поражения,2017,743.0048828,1467.0930176
2689,1055,Без признаков поражения,2017,332.2965088,647.5560913
2690,1056,Без признаков поражения,2017,370.3948059,725.553833
2691,1057,Возникающий очаг,2017,161.296051,308.453186
2692,1058,Действующий очаг,2017,341.0337524,659.6026611
2693,1059,Без признаков поражения,2017,59.4792252,102.8153381
2694,1060,Возникающий очаг,2017,248.3464203,522.8649292
2695,1061,Без признаков поражения,2016,188.4718018,362.5284119
2696,1062,Без признаков поражения,2017,503.4690857,993.0635376
2697,1063,Без признаков поражения,2017,590.4658203,1259.46521
2698,1064,Действующий очаг,2017,151.5,310.0505981
2699,1065,Без признаков поражения,2017,209.0718384,403.5169373
2700,1066,Без признаков поражения,2017,60.3604813,105.6990585
2701,1067,Возникающий очаг,2017,221.4895782,466.341217
2702,1068,Без признаков поражения,2016,63.3659477,110.4369278
2703,1069,Без признаков поражения,2017,120.2976151,223.5926819
2704,1070,Без признаков поражения,2017,201.6479492,385.7295227
2705,1071,Без признаков поражения,2016,24.1487045,33.2909279
2706,1072,Без признаков поражения,2016,15.5627184,14.1630268
2707,1073,Возникающий очаг,2016,14.8455305,11.827508
2708,1074,Вырублено,2017,144.0483704,274.0692749
2709,1075,Без признаков поражения,2017,133.0654907,248.4799652
2710,1076,Возникающий очаг,2017,128.1725464,240.5303802
2711,1077,Вырублено,2017,127.6047592,238.69841
2712,1078,Вырублено,2017,148.6004639,281.7579651
2713,1079,Действующий очаг,2017,547.2333374,1077.4654541
2714,1080,Действующий очаг,2017,958.4307251,1911.3325195
2715,1081,Действующий очаг,2016,113.6950531,211.6648712
2716,1082,Действующий очаг,2017,1625.1425781,3218.9016113
2717,1083,Действующий очаг,2016,138.8776855,261.3648987
2718,1084,Действующий очаг,2017,881.9203491,1739.5108643
2719,1085,Возникающий очаг,2017,3410.3422852,6794.2250977
2720,1086,Без признаков поражения,2016,54.9075928,83.5623474
2721,1087,Без признаков поражения,2016,58.4658813,65.742836
2722,1088,Без признаков поражения,2016,92.7638016,154.9358215
2723,1089,Вырублено,2016,110.0440521,168.5529633
2724,1090,Вырублено,2016,86.2630234,199.7290039
2725,1091,Возникающий очаг,2016,9.6562386,5.3785386
2726,1092,Возникающий очаг,2016,11.2598829,7.7261333
2727,1093,Без признаков поражения,2016,32.5817146,49.093647
2728,1094,Возникающий очаг,2016,58.9024162,101.9316711
2729,1095,Без признаков поражения,2016,978.7301025,1815.1783447
2730,1096,Действующий очаг,2017,400.0334167,775.5774536
2731,1097,Возникающий очаг,2017,505.263092,996.2285767
2732,1098,Без признаков поражения,2016,706.628479,1401.1051025
2733,1099,Действующий очаг,2017,437.0201111,861.6279297
2734,1100,Без признаков поражения,2016,53.1987076,90.6296005
2735,1101,Без признаков поражения,2016,17.9405575,19.9753819
2736,1102,Без признаков поражения,2016,351.0967102,688.0814819
2737,1103,Без признаков поражения,2017,889.9723511,1768.8205566
2738,1104,Без признаков поражения,2016,75.3266144,135.0720367
2739,1105,Без признаков поражения,2017,432.0579224,1374.1806641
2740,1106,Без признаков поражения,2017,239.8455963,464.9011841
2741,1107,Действующий очаг,2017,226.0477142,431.3760071
2742,1108,Действующий очаг,2017,19.0532055,21.6065292
2743,1109,Действующий очаг,2017,32.3639336,48.3678741
2744,1110,Возникающий очаг,2016,19.3249493,21.7771454
2745,1111,Вырублено,2017,25.1770535,32.4368172
2746,1112,Действующий очаг,2017,267.9539795,522.4287109
2747,1113,Без признаков поражения,2017,1393.4180908,2816.8769531
2748,1114,Без признаков поражения,2017,592.5239868,1175.4561768
2749,1115,Без признаков поражения,2017,1550.364502,197893.21875
2750,1116,Без признаков поражения,2017,852.9301147,24060.3808594
2751,1117,Вырублено,2017,609.8588867,1197.3587646
2752,1118,Без признаков поражения,2017,203.5331879,8074.1240234
2753,1119,Без признаков поражения,2017,535.114563,1054.5579834
2754,1120,Действующий очаг,2017,396.1875916,7060.2148438
2755,1121,Возникающий очаг,2017,19.3174973,22.530508
2756,1122,Действующий очаг,2017,30.6927738,44.8514671
2757,1123,Возникающий очаг,2016,29.6264458,43.1935387
2758,1124,Действующий очаг,2017,56.6261177,96.4837418
2759,1125,Действующий очаг,2017,27.7305527,39.777256
2760,1126,Возникающий очаг,2016,23.9602833,34.927372
2761,1127,Без признаков поражения,2016,294.1214294,576.0134277
2762,1128,Без признаков поражения,2016,54.5571251,57.9398003
2763,1129,Без признаков поражения,2016,102.1930923,115.0666122
2764,1130,Без признаков поражения,2016,65.0784378,73.0042114
2765,1131,Без признаков поражения,2016,119.6677628,144.3543396
2766,1132,Затухающий очаг,2016,45.0954361,74.4274826
2767,1133,Затухающий очаг,2016,294.7344971,578.5672607
2768,1134,Затухающий очаг,2016,19.3764191,22.6192131
2769,1135,Без признаков поражения,2016,56.6855469,65.8780441
2770,1136,Без признаков поражения,2016,10.7953758,6.5092878
2771,1137,Без признаков поражения,2016,149.3936157,280.9630737
2772,1138,Без признаков поражения,2016,270.5817871,527.9470825
2773,1139,Возникающий очаг,2016,55.4887505,103.9269562
2774,1140,Затухающий очаг,2017,155.2089386,292.2156677
2775,1141,Возникающий очаг,2016,38.1480179,60.4382477
2776,1142,Вырублено,2017,699.8126221,1388.9373779
2777,1143,Действующий очаг,2017,594.5907593,1165.8748779
2778,1144,Возникающий очаг,2016,37.4660835,58.9713669
2779,1145,Действующий очаг,2017,215.3184662,-4239.9619141
2780,1146,Действующий очаг,2016,104.5347748,193.1274567
2781,1147,Действующий очаг,2016,76.118309,140.7304077
2782,1148,Затухающий очаг,2016,45.8780098,75.6444855
2783,1149,Затухающий очаг,2016,164.2696991,312.6273499
2784,1150,Без признаков поражения,2016,77.7991562,140.1463318
2785,1151,Вырублено,2017,51.0055046,85.9682541
2786,1152,Вырублено,2017,49.054203,87.5925903
2787,1153,Вырублено,2017,29.9815941,43.5674782
2788,1154,Без признаков поражения,2016,84.4324951,158.683609
2789,1155,Без признаков поражения,2016,223.234848,428.5513611
2790,1156,Возникающий очаг,2016,333.6365662,651.9962158
2791,1157,Возникающий очаг,2016,42.5326271,68.9605713
2792,1158,Действующий очаг,2016,640.6482544,1261.5750732
2793,1159,Возникающий очаг,2016,148.9329071,255.6516724
2794,1160,Действующий очаг,2016,457.495636,900.9108887
2795,1161,Действующий очаг,2016,614.925293,1220.06604
2796,1162,Действующий очаг,2016,457.1786804,901.2835693
2797,1163,Действующий очаг,2016,518.5874634,1017.1221924
2798,1164,Действующий очаг,2016,289.1538086,562.9834595
2799,1165,Действующий очаг,2016,101.1058273,186.3171539
2800,1166,Действующий очаг,2016,144.8101044,270.3626709
2801,1167,Действующий очаг,2016,888.8001099,1771.6540527
2802,1168,Действующий очаг,2016,43.8774376,71.6615753
2803,1169,Действующий очаг,2016,85.3680649,154.8679199
2804,1170,Действующий очаг,2016,738.980835,1455.1481934
2805,1171,Действующий очаг,2016,1176.6733398,2345.3933105
2806,1172,Действующий очаг,2017,239.2758179,435.1577759
2807,1173,Без признаков поражения,2016,19.6747627,23.4474945
2808,1174,Действующий очаг,2017,43.4336967,70.9329147
2809,1175,Возникающий очаг,2016,136.274292,226.2186432
2810,1176,Возникающий очаг,2016,51.0156784,71.5745468
2811,1177,Возникающий очаг,2016,14.6335669,10.068574
2812,1178,Действующий очаг,2017,145.4206238,275.8212891
2813,1179,Действующий очаг,2017,92.6928406,99.7847519
2814,1180,Без признаков поражения,2016,451.6795959,891.6679077
2815,1181,Действующий очаг,2017,839.0720215,1653.1486816
2816,1182,Действующий очаг,2017,753.2871704,1482.1241455
2817,1183,Без признаков поражения,2016,795.6243286,1566.6563721
2818,1184,Без признаков поражения,2016,15.2137527,14.3456783
2819,1185,Без признаков поражения,2016,75.3425217,113.83918
2820,1186,Без признаков поражения,2016,79.4896622,134.815979
2821,1187,Без признаков поражения,2016,15.5563364,15.1038361
2822,1188,Без признаков поражения,2017,118.5933533,-306.3825989
2823,1189,Возникающий очаг,2016,990.862793,1952.4360352
2824,1190,Без признаков поражения,2016,304.3055115,594.296875
2825,1191,Без признаков поражения,2016,425.5344849,836.1477051
2826,1192,Без признаков поражения,2016,66.5229492,125.8832245
2827,1193,Возникающий очаг,2016,36.7901955,62.6339378
2828,1194,Без признаков поражения,2016,148.8485107,282.5943604
2829,1195,Без признаков поражения,2016,198.4912872,378.6615295
2830,1196,Без признаков поражения,2016,172.2486725,330.89328
2831,1197,Без признаков поражения,2016,628.9675903,1244.8356934
2832,1198,Возникающий очаг,2016,27.7422009,47.4600372
2833,1199,Возникающий очаг,2017,21.182724,27.8941555
2834,1200,Без признаков поражения,2016,110.70784,206.2169342
2835,1201,Без признаков поражения,2016,184.2373047,350.4434204
2836,1202,Без признаков поражения,2016,40.9217453,65.8555527
2837,1203,Без признаков поражения,2015,86.5642929,157.6770172
2838,1204,Без признаков поражения,2015,96.2535629,176.5733643
2839,1205,Возникающий очаг,2016,46.9697266,95.8842545
2840,1206,Возникающий очаг,2016,534.6951294,1067.7453613
2841,1207,Возникающий очаг,2017,405.9710388,785.9180908
2842,1208,Без признаков поражения,2016,226.6453247,534.3634033
2843,1209,Без признаков поражения,2016,201.0534668,385.5151978
2844,1210,Без признаков поражения,2016,155.6880188,295.6258545
2845,1211,Без признаков поражения,2016,48.5513191,80.7067871
2846,1212,Без признаков поражения,2016,51.462822,86.7277298
2847,1213,Возникающий очаг,2016,15.0915985,9.3014603
2848,1214,Возникающий очаг,2016,20.9968204,19.7223434
2849,1215,Вырублено,2017,1605.1151123,3256.9912109
2850,1216,Возникающий очаг,2016,42.5843811,69.652565
2851,1217,Без признаков поражения,2016,340.0875854,660.7098999
2852,1218,Без признаков поражения,2016,166.333252,316.4963379
2853,1219,Без признаков поражения,2016,151.5815277,287.1878357
2854,1220,Без признаков поражения,2016,245.4320221,472.9822998
2855,1221,Возникающий очаг,2016,24.4325581,35.6308403
2856,1222,Возникающий очаг,2016,20.3746681,25.2268772
2857,1223,Действующий очаг,2017,921.652832,1830.5604248
2858,1224,Действующий очаг,2016,383.2644043,746.2798462
2859,1225,Действующий очаг,2016,196.4343109,378.1736755
2860,1226,Возникающий очаг,2016,29.3167114,52.6723061
2861,1227,Возникающий очаг,2016,29.2383823,22.7735672
2862,1228,Возникающий очаг,2016,160.3859406,277.4599609
2863,1229,Возникающий очаг,2016,160.9712677,305.1392212
2864,1230,Возникающий очаг,2016,84.5918884,153.7290955
2865,1231,Действующий очаг,2017,386.3269653,753.3624878
2866,1232,Возникающий очаг,2016,29.6654606,54.3439484
2867,1233,Вырублено,2017,118.1674423,769.5189819
2868,1234,Без признаков поражения,2016,294.8388977,581.133667
2869,1235,Возникающий очаг,2016,18.1932163,16.5308895
2870,1236,Без признаков поражения,2017,577.9067383,1131.2589111
2871,1237,Без признаков поражения,2016,644.7976074,1272.189209
2872,1238,Без признаков поражения,2016,462.6813049,913.9678345
2873,1239,Действующий очаг,2017,77.1934891,137.70784
2874,1240,Без признаков поражения,2016,260.052948,499.7648315
2875,1241,Возникающий очаг,2016,163.4267731,272.8987427
2876,1242,Без признаков поражения,2016,1559.7307129,3107.0236816
2877,1243,Без признаков поражения,2016,306.3434143,592.1411133
2878,1244,Возникающий очаг,2016,16.2778759,14.4311018
2879,1245,Возникающий очаг,2017,1044.3325195,2281.2988281
2880,1246,Возникающий очаг,2017,1109.2860107,2211.6982422
2881,1247,Без признаков поражения,2017,150.3123627,314.3338623
2882,1248,Затухающий очаг,2017,22.3508987,23.6872864
2883,1249,Без признаков поражения,2017,335.3381042,653.3104858
2884,1250,Возникающий очаг,2017,70.9494324,147.5953369
2885,1251,Без признаков поражения,2016,121.3403702,221.9817352
2886,1252,Без признаков поражения,2016,88.9884338,160.1747131
2887,1253,Без признаков поражения,2017,856.2192993,1695.7000732
2888,1254,Без признаков поражения,2017,825.355957,1631.2521973
2889,1255,Возникающий очаг,2017,432.5872498,847.378418
2890,1256,Возникающий очаг,2017,21.1512222,26.2086334
2891,1257,Возникающий очаг,2016,18.6927319,19.8344135
2892,1258,Возникающий очаг,2017,21.4762917,27.0006828
2893,1259,Действующий очаг,2017,416.5096741,708.2230225
2894,1260,Возникающий очаг,2017,796.0054321,1558.3736572
2895,1261,Без признаков поражения,2017,244.2391205,543.2550659
2896,1262,Без признаков поражения,2016,630.5570068,1255.7675781
2897,1263,Возникающий очаг,2017,227.5001678,-1427.9578857
2898,1264,Действующий очаг,2017,200.8310699,384.0154419
2899,1265,Возникающий очаг,2017,578.8514404,1141.1774902
2900,1266,Действующий очаг,2017,384.9933167,755.4990845
2901,1267,Действующий очаг,2017,418.3109741,821.6687622
2902,1268,Возникающий очаг,2017,102.4971313,199.4638672
2903,1269,Возникающий очаг,2017,1142.4377441,1812.9996338
2904,1270,Без признаков поражения,2017,245.3382111,425.646759
2905,1271,Без признаков поражения,2017,441.8694763,991.4215088
2906,1272,Возникающий очаг,2017,371.5604858,850.7455444
2907,1273,Без признаков поражения,2017,348.0115662,719.5745239
2908,1274,Без признаков поражения,2017,458.9657898,1008.6176147
2909,1275,Действующий очаг,2017,286.7910767,413.9093018
2910,1276,Вырублено,2017,26.3890018,42.079937
2911,1277,Возникающий очаг,2017,24.4864235,35.7672119
2912,1278,Вырублено,2017,45.0573196,89.8927994
2913,1279,Возникающий очаг,2016,26.1377602,37.8269348
2914,1280,Действующий очаг,2017,1037.0804443,2062.3562012
2915,1281,Действующий очаг,2017,706.4058838,1387.6125488
2916,1282,Вырублено,2017,98.2570801,179.8714752
2917,1283,Без признаков поражения,2016,306.0043945,597.7692261
2918,1284,Возникающий очаг,2017,1024.1496582,2030.9897461
2919,1285,Действующий очаг,2017,494.6628723,969.0899048
2920,1286,Действующий очаг,2017,109.0361099,201.8676758
2921,1287,Действующий очаг,2017,70.5869827,124.2445068
2922,1288,Действующий очаг,2017,616.996582,1222.2784424
2923,1289,Действующий очаг,2017,615.2383423,1218.1884766
2924,1290,Без признаков поражения,2016,90.6819763,165.6071625
2925,1291,Без признаков поражения,2016,179.2243958,341.0097961
2926,1292,Без признаков поражения,2016,410.9619751,813.571167
2927,1293,Без признаков поражения,2016,421.9528503,824.1065674
2928,1294,Без признаков поражения,2016,175.5539398,333.54953
2929,1295,Затухающий очаг,2016,260.0205383,501.7124023
2930,1296,Без признаков поражения,2016,434.8459473,849.788269
2931,1297,Без признаков поражения,2017,519.8830566,1011.0704956
2932,1298,Вырублено,2017,370.0637512,738.404541
2933,1299,Без признаков поражения,2017,385.5339661,742.9301147
2934,1300,Возникающий очаг,2017,628.8892212,1245.543335
2935,1301,Возникающий очаг,2017,548.2511597,1084.1943359
2936,1302,Действующий очаг,2017,510.411377,-38935.3203125
2937,1303,Без признаков поражения,2017,372.3185425,729.9220581
2938,1304,Возникающий очаг,2017,113.2959366,208.3635559
2939,1305,Без признаков поражения,2016,108.0439148,200.4135895
2940,1306,Без признаков поражения,2016,296.4426575,581.4761963
2941,1307,Без признаков поражения,2016,237.0102539,458.7712402
2942,1308,Действующий очаг,2017,162.7844849,389.8265381
2943,1309,Не определено,2017,242.6286926,520.192627
2944,1310,Не определено,2017,176.6769257,459.9936218
2945,1311,Не определено,2017,284.1569824,938.9517212
2946,1312,Не определено,2017,37.4962578,81.5119858
2947,1313,Не определено,2017,21.8669243,29.7840271
2948,1314,Не определено,2017,67.2293167,214.2969208
2949,1315,Не определено,2017,41.8274689,102.1125488
2950,1316,Не определено,2017,37.9794617,74.0655823
2951,1317,Не определено,2017,53.8969345,172.5925598
2952,1318,Не определено,2017,22.5636826,30.6943245
2953,1319,Не определено,2017,44.6010437,119.3670044
2954,1320,Не определено,2017,57.5992241,192.1335602
2955,1321,Не определено,2017,30.791708,52.9011421
2956,1322,Не определено,2017,19.4582863,23.0935249
2957,1323,Не определено,2017,29.1023293,51.8446655
2958,1324,Не определено,2017,53.778698,179.5077515
2959,1325,Не определено,2017,30.8396492,57.7704086
2960,1326,Не определено,2017,63.5251961,181.837738
2961,1327,Не определено,2017,39.4930725,88.1338043
2962,1328,Не определено,2017,564.9197998,2902.2775879
2963,1329,Не определено,2017,71.1899796,217.1657257
2964,1330,Не определено,2017,104.3229446,325.3453674
2965,1331,Не определено,2017,200.488266,614.4093628
2966,1332,Возникающий очаг,2017,239.3281403,900.9142456
2967,1333,Действующий очаг,2017,91.479393,-761.0497437
2968,1334,Не определено,2017,139.8854523,222.1630707
2969,1335,Не определено,2017,83.4314499,154.0241852
2970,1336,Не определено,2017,145.0642548,1371.5318604
2971,1337,Не определено,2017,154.8634033,981.8372192
2972,1338,Не определено,2017,85.4225006,313.1802368
2973,1339,Не определено,2017,177.7446442,343.8729858
2974,1340,Не определено,2017,121.666214,255.5957031
2975,1341,Не определено,2017,83.0396729,146.118866
2976,1342,Не определено,2017,132.2559357,219.8415833
2977,1343,Не определено,2017,90.8303223,143.9876862
2978,1344,Не определено,2017,35.1359367,44.9578972
2979,1345,Не определено,2017,213.1908875,417.809906
2980,1346,Не определено,2017,102.6110458,154.5466309
2981,1347,Не определено,2017,105.7708588,192.453537
2982,1348,Не определено,2017,241.7503204,625.2366333
2983,1349,Не определено,2017,43.7138901,119.2280655
2984,1350,Не определено,2017,45.1480064,63.6116943
2985,1351,Не определено,2017,65.7766418,124.5917282
2986,1352,Не определено,2017,64.0069275,104.0990753
2987,1353,Не определено,2017,38.0076294,55.1667862
2988,1354,Не определено,2017,28.4449673,38.0669479
2989,1355,Не определено,2017,20.9198246,24.4069347
2990,1356,Не определено,2017,45.1467018,88.7508087
2991,1357,Не определено,2017,30.5131264,48.4754486
2992,1358,Не определено,2017,30.9429836,48.2360382
2993,1359,Не определено,2017,55.5121346,131.1542816
2994,1360,Не определено,2017,39.9589577,83.6042328
2995,1361,Не определено,2017,266.050354,580.4574585
2996,1362,Не определено,2017,30.4793606,57.2531853
2997,1363,Не определено,2017,17.0136719,18.0330639
2998,1364,Не определено,2017,162.7958527,294.6224976
2999,1365,Не определено,2017,146.9151459,978.9973145
3000,1366,Не определено,2017,32.8589478,47.6609459
3001,1367,Не определено,2017,13.6152315,11.5252619
3002,1368,Не определено,2017,54.1290245,111.9728928
3003,1369,Не определено,2017,121.8978119,335.5472717
3004,1370,Не определено,2017,116.7133408,361.3114319
3005,1371,Не определено,2017,103.2907104,202.4490204
3006,1372,Не определено,2017,45.5915985,114.7692184
3007,1373,Не определено,2017,369.0887146,2075.9516602
3008,1374,Не определено,2017,15.30235,14.4090052
3009,1375,Не определено,2017,104.3975754,276.683197
3010,1376,Не определено,2017,97.05159,405.8844299
3011,1377,Не определено,2017,68.3602142,280.8947754
3012,1378,Не определено,2017,41.8773537,91.8826141
3013,1379,Не определено,2017,86.604393,419.2846069
3014,1380,Не определено,2017,243.6417999,399.7106018
3015,1381,Не определено,2017,52.8247948,129.0527802
3016,1382,Не определено,2017,25.6176491,33.17939
3017,1383,Не определено,2017,44.280407,113.3185425
3018,1384,Не определено,2017,69.0845108,75.0003738
3019,1385,Не определено,2017,44.132328,91.8829041
3020,1386,Не определено,2017,24.4421539,36.6543884
3021,1387,Действующий очаг,2017,102.518425,324.690033
3022,1388,Не определено,2017,48.1431274,118.4411621
3023,1389,Не определено,2017,166.401886,490.1297607
3024,1390,Не определено,2017,119.8028488,266.7273865
3025,1391,Не определено,2017,124.1124878,366.925354
3026,1392,Не определено,2017,40.6107216,54.7495193
3027,1393,Не определено,2017,119.1609573,295.815155
3028,1394,Не определено,2017,142.5370178,726.3926392
3029,1395,Не определено,2017,46.3081284,76.4351578
3030,1396,Не определено,2017,39.8205719,73.0550003
3031,1397,Не определено,2017,66.5386734,106.830101
3032,1398,Не определено,2017,10.7646713,7.012969
3033,1399,Не определено,2017,40.132019,72.7381439
3034,1400,Не определено,2017,37.233551,52.78302
3035,1401,Не определено,2017,14.5226879,12.3296642
3036,1402,Не определено,2017,120.4688034,193.3115082
3037,1403,Не определено,2017,46.1266136,77.0138779
3038,1404,Не определено,2017,177.9729919,529.197937
3039,1405,Не определено,2017,354.8637695,1240.1259766
3040,1406,Не определено,2017,277.7136841,872.0167847
3041,1407,Не определено,2017,24.2412415,30.7556992
3042,1408,Не определено,2017,36.7405701,45.1117668
3043,1409,Не определено,2017,65.3216248,132.6922455
3044,1410,Не определено,2017,31.14328,44.6333847
3045,1411,Не определено,2017,28.635397,47.8030319
3046,1412,Не определено,2017,23.4069309,32.2099571
3047,1413,Не определено,2017,67.2174149,145.7764893
3048,1414,Не определено,2017,52.7031517,91.2271729
3049,1415,Не определено,2017,111.5136948,232.3139954
3050,1416,Не определено,2017,85.2516022,212.0263062
3051,1417,Не определено,2017,48.8334808,144.4886932
3052,1418,Не определено,2017,15.925868,15.38132
3053,1419,Не определено,2017,62.6462479,99.2098465
3054,1420,Не определено,2017,34.1739082,48.9019203
3055,1421,Не определено,2017,78.1421356,154.5056915
3056,1422,Не определено,2017,77.2073746,135.6064606
3057,1423,Не определено,2017,17.2646084,18.389225
3058,1424,Не определено,2017,41.2791443,88.7412872
3059,1425,Не определено,2017,41.4146614,106.2208633
3060,1426,Не определено,2017,155.2263489,400.9226074
3061,1427,Не определено,2017,64.6742935,250.6063843
3062,1428,Не определено,2017,19.3144722,22.4130497
3063,1429,Не определено,2017,62.2335625,138.669754
3064,1430,Не определено,2017,20.6737041,26.4794426
3065,1431,Не определено,2017,69.0120392,266.9822083
3066,1432,Не определено,2017,32.721756,56.3577843
3067,1433,Не определено,2017,19.3649197,22.656599
3068,1434,Не определено,2017,13.2576923,10.9312811
3069,1435,Не определено,2017,25.1426697,33.1497917
3070,1436,Не определено,2017,32.903923,45.8860283
3071,1437,Не определено,2017,11.6033201,8.0078306
3072,1438,Не определено,2017,21.4703217,27.9787807
3073,1439,Не определено,2017,178.9060822,476.8742371
3074,1440,Не определено,2017,172.4049377,500.087738
3075,1441,Не определено,2017,53.5900764,100.9489059
3076,1442,Не определено,2017,47.0303078,126.1276245
3077,1443,Не определено,2017,35.7308426,73.537262
3078,1444,Не определено,2017,45.5175552,119.4644623
3079,1445,Не определено,2017,24.8764629,36.1671982
3080,1446,Не определено,2017,62.5751991,176.8997803
3081,1447,Не определено,2017,81.3277588,278.6339417
3082,1448,Не определено,2017,25.1601048,38.9758987
3083,1449,Не определено,2017,118.6352081,399.8968506
3084,1450,Не определено,2017,227.2420502,437.9524231
3085,1451,Не определено,2017,43.2212982,86.5333023
3086,1452,Не определено,2017,20.448101,25.9148884
3087,1453,Не определено,2017,52.5423698,90.286171
3088,1454,Не определено,2017,41.6827469,73.5278168
3089,1455,Не определено,2017,51.8027649,113.3630447
3090,1456,Не определено,2017,20.7542782,24.4058037
3091,1457,Не определено,2017,12.3768749,9.2065945
3092,1458,Не определено,2017,14.7926579,12.8104687
3093,1459,Не определено,2017,57.2835503,139.9842987
3094,1460,Не определено,2017,73.0857086,174.7861633
3095,1461,Не определено,2017,17.8354359,19.8458271
3096,1462,Не определено,2017,53.5554352,100.6724701
3097,1463,Не определено,2017,23.0181122,30.9496403
3098,1464,Не определено,2017,22.1606445,29.2550354
3099,1465,Не определено,2017,19.3486309,22.8781319
3100,1466,Не определено,2017,17.0326347,17.7721882
3101,1467,Не определено,2017,22.684082,30.8912182
3102,1468,Не определено,2017,16.9065876,17.7627449
3103,1469,Не определено,2017,134.1802063,390.7336121
3104,1470,Не определено,2017,13.9616671,11.7478867
3105,1471,Не определено,2017,75.4063568,284.3259583
